business_id,similar_1,similar_2,similar_3
VEa-IUbIgi9dmpCFMTn8Tw,Pacific East - Woodmere,Golden Corral - Northfield,Der Braumeister - Cleveland
VErmrraUaqm7umFA8BFZxA,Open Pitt Barb-B-Que - Cleveland,El Patrón Mexican Grill - Elyria,Aladdin's Eatery - Cleveland
VGRn5KgYKMkqdIKtBUzQQA,Flipside - Cleveland,Red Robin Gourmet Burgers - Independence,Burgers 2 Beer - Lakewood
VH2BjFjc9usDquDgoHhptA,Lager & Vine - Medina,"First Watch - Breakfast, Brunch & Lunch - Mayfield Heights",Balaton Restaurant - Cleveland
VICMkIgRH_FG_nKTPDcFsQ,Boiling Seafood Crawfish - Cleveland Heights,Sugarcreek Restaurant - Sheffield,Mallorca - Cleveland
VMcUG1dw4ldI_ldA2lGyEA,Aria Nails - Cleveland,JT's Diner - Willoughby,87 West 2 - Westlake
VPSgUyHuxUXhYTcPgGjiDA,Sonic - Streetsboro,Foundry Kitchen and Bar - Elyria,Nick's Diner - Cleveland
VQGetWNN1f0dMWQ6ehDAVg,Great Wall China Buffet - North Olmsted,Graffiti: A Social Kitchen - Cleveland,Saigon Grille - Cleveland
VUOn9pztnaEX49Xfb_9L7A,Mizu Japanese Sushi Restaurant - Parma,Mi Pueblo - Cleveland,Mark Pi's China Gate - Avon Lake
VUb97h3RTg6InKdfgB49Bw,Rowley Inn - Cleveland,Mahall's Twenty Lanes - Lakewood,Franklin Square Deli - Kent
VV4NAmS0KJ8A8xOcQnKB6A,Mapleside Farms - Brunswick,Abc the Tavern - Cleveland,Sushi Rock - Cleveland
VX6DcQETQbuPbTC4hUoREg,Brickstone - Cleveland,Foundry Kitchen and Bar - Elyria,The Tavern of Stow - Stow
VXVrYjLRqNpQY-ogN9ztmQ,Cap'n Taco Restaurants - Brookpark,Toko Japanese Steak House - Streetsboro,La Kabob Lebanese Grill - Strongsville
VdnqeZXVfTRYB_ASLp8umg,Mint Cafe - Cleveland Heights,Ribsticks BBQ - University Heights,MoMo's Kebab - Cleveland Heights
Vj-QgRXDpCm7vLBBSckx8g,Rustic Restaurant - Rocky River,West Park Station - Cleveland,Steve's Lunch - Cleveland
VmPosmQpBlHBqdCXMzIwxA,21 Lounge & Kitchen - Cleveland,Two Bucks - Mayfield Heights,Harry Buffalo - Highland Heights
VodyCVoc3QUoEsi0rv0opg,Zoup! - Middleburg Heights,Gyro kebab House - Elyria,BiryaniHut Express - Westlake
Vy3geS_HXBY0FQttgdHa4A,Nuevo Modern Mexican & Tequila Bar - Cleveland,Corleone's Ristorante & Bar - Parma,Cowell & Hubbard - Cleveland
W07TY9cx2ZpDQyAn0ynMQg,Lago East Bank - Cleveland,Cibo Homemade Pasta & Grille - Chagrin Falls,Potbelly Sandwich Shop - Cleveland
W1hXfgnugKfVV1wDhko5lw,Texas Roadhouse - Brooklyn,Urban Roadhouse - Mentor,6 Flavors - Parma
W2RNay2mirTVPYO6rA_g2g,Chipotle Mexican Grill - Avon,Chipotle Mexican Grill - Warrensville Heights,Chipotle Mexican Grill - Solon
W2Vis19kUa7kP6GkSvJ9zQ,PIZZAFIRE - Cleveland,Jet's Pizza - Westlake,Citizen Pie - Cleveland
W3PgeyVrAjgK0X6ZLX-hfg,Crêpes De Luxe - Cleveland,Chipotle Mexican Grill - Brooklyn,Coastal Taco - Cleveland
W58uyISpQh7zWcG0edEIag,The Rail - Fairlawn,B Spot - Westlake,Smashburger - Highland Heights
W6E6i-J4cuFx7i-MnlJt_A,La Shish Grill - Stow,Anthony's Family Restaurant - Willowick,Thai Gourmet - Independence
W7ja3Nkuv1kmPdCJ-0k0LQ,Vintage Tea & Coffee - Cleveland,Sol - Willoughby,Sushi 86 - Cleveland
W97YBvhkOOel-HkBBfQbYw,Luna Bakery Cafe - Cleveland,Dutch Country Restaurant - Middlefield,Pounders Bar & Grill - Cleveland
WAzIjBcsRIY7HKhTMxVeow,Tree Huggers Cafe - Berea,Fast Eddie's - Parma,PJ McIntyres Irish Pub - Cleveland
WBay6AZsHMExtMQsRc9-bQ,3 Palms Pizzeria - Hudson,Cha Spirits & Pizza Kitchen - Cleveland,Crostatas Rustic Pizza - Highland Heights
WD64Zr_LUXITJVAOFnT5Aw,Olesia's Place - North Royalton,Chipotle Mexican Grill - South Euclid,Darby's on Fifty-Nine - Cuyahoga Falls
WE_uMJvhLCfxDrk4Di8Eqg,The Pub - Cleveland,Cowboy Food & Drink - Chagrin Falls,Hooley House Sports Pub & Grille - Mentor
WEs9MN1M6tixwEz844jCUw,Rascal House - Cleveland,Guys Pizza Co - Cleveland Heights,Crostatas Rustic Pizza - Highland Heights
WF2DG7R_a0EflFqWIxzUXQ,Max & Erma's - Middleburg Heights,Moosehead Hoof & Ladder - Olmsted Falls,Panini's Bar & Grill - Concord
WG3zvUktE1l3llwq3PPVVg,Rising Star Coffee Roasters - Cleveland,The Original Mario Fazios - Willoughby Hills,Lure Bistro - Willoughby
WGFJbxzhO44Ku05BM1hDjA,Balaton Restaurant - Cleveland,Lager & Vine - Medina,Chipotle Mexican Grill - Independence
WGkqfp1-3130v8xhCb3APg,Sterle's Country House - Cleveland,Imperial Wok Chinese Restaurant - Solon,Number One Pho - Cleveland
WHlbUb5SNdXDKYfkNDo89A,Winking Lizard Tavern - Bedford,Dolce Wraps - Fairview Park,The South Side - Cleveland
WIcEQvXQQArCeYpQ-FryJg,Main Street Continental Grill - Kent,The Bourbon Street Barrel Room - Cleveland,Panda Express - Parma
WYDjn71X5xiEdpLxlT12hQ,Fujiyama Steakhouse & Sushi Bar - Avon,Hibachi Japan Steak House - Cuyahoga Falls,Miega Restaurant - Cleveland
WdE3GQf5RDnl5Pmji5S5Iw,Tartine Bistro & Wine Bar - Rocky River,The Taverne of Richfield - Richfield,District - Cleveland
WghhtS-tqDWMh_W2O13CYA,Olive Garden Italian Restaurant - Mentor,Prosperity Social Club - Cleveland,El Rio Grande - Mayfield Heights
WiU6fACNR6uUAC_6X5z-SQ,Danny Boy's Pizza - Rocky River,Pizzazz Pizza & Dining Room - Mayfield Village,Antonio's - Parma
WuPSEvu8pES752S92awAVQ,Steak 'n Shake - Willoughby,The Corner Alley at Uptown - Cleveland,Tavern Six - Kirtland
WvkxYyA1fXDPDyqIVn8zBQ,Rowley Inn - Cleveland,Mapleside Farms - Brunswick,Sushi 86 - Cleveland
WvunDFSs2hJrPHVFqB6Y1w,California Pizza Kitchen - Lyndhurst,Beach Club Bistro - Euclid,Cha Spirits & Pizza Kitchen - Cleveland
X0mNw8owxgJXrgTBR-7Yfg,Market Garden Brewery - Cleveland,The South Side - Cleveland,My Friends Deli & Restaurant - Cleveland
X1v2lPPXgJGaIufxJHvZCA,El Camino - Aurora,The Venue Bistro and Wine Bar - Parma Heights,Udupi Cafe - Parma Heights
X2FAEOuFtWq4TGmN8NEmjQ,Perkins Restaurant & Bakery - Middleburg Heights,Sauced Wood Fired Pizza - Fairview Park,Ari's Family Restaurant - North Olmsted
X5cCaz2iYNntvjiPWiuVfQ,Beachcliff Tavern - Rocky River,Cork-N-Bottle - Cleveland,Mustard Seed Market - Solon
X6chSU0KBGHGNxZ8UH_qag,Chutney Rolls - Cleveland,Noodlecat - Westlake,Mi Pueblo Taqueria - Cleveland
XAP5U6mLddNPbHmWLlyaxA,Pacific Grill - South Euclid,Thai Gourmet - Independence,Anthony's Family Restaurant - Willowick
XBRCMc3rcvcRXrB3p-o9yA,Lager & Vine - Medina,Tito's Mexican Grill - Fairlawn,Barrio - Cleveland
XBY5WCikRpzboqwLc8CcBg,The Reddstone - Cleveland,Market District Strongsville - Strongsville,Rocky River Brewing Company - Rocky River
XBbuCmvFnfFd8JdQz4IvqQ,Helio Terra Vegan Cafe - Cleveland,Burgers 2 Beer - Highland Heights,The Rail - North Olmsted
XBsZoWiUJLi26FtAD6wWDw,Chow Chow Kitchen - Lakewood,China Jade - Cleveland,La Bodega - Cleveland
XF2eTNV5RfzoSJQ-kRZJmA,Saigon Restaurant and Bar - Cleveland,Ginza Sushi House - Cleveland,King Wah - Rocky River
XH46cVevXAwApGLVuZ3fqw,Sangria y Tapas Bar & Restaurant - Westlake,Ninja Sushi And Hibachi - Mentor-on-the-Lake,Indies - Cleveland
XHK_1UM4CBZQ7RemDFr1mQ,Giovannis Ristorante - Beachwood,El Campesino - Twinsburg,Zócalo Tequilería - Cleveland
XJo_kPFlbuORqL-mE2Ny6w,Cozumel - Independence,Johnny Mango World Cafe & Bar - Cleveland,House of Hunan - Medina
XM2qN3PiQbfSYo6zmHgSlQ,Panini's Warehouse District - Cleveland,Tommy's Fairview Tavern - Cleveland,Magpie Pizza - Sheffield
XNFA-aJFX8IQjol8Dg6GnA,Shore Restaurant - Lakewood,Eastland Inn - Berea,Mustard Seed Market - Solon
XOQoN3C_uZzdeNLZzGv1Rw,"Red, Wine & Brew - Mentor - Mentor",Nordstrom - Beachwood,Village Martini & Wine Bar - Chagrin Falls
XPXv6KGuHaIe_v6aETZPHA,Butcher and the Brewer - Cleveland,Bahama Breeze - Beachwood,Nou.veau - Concord
XQ918GynxmfGImWK0SNKoA,Barley House - Cleveland,Dewey's Coffee House - Cleveland,Tabletop Board Game Cafe - Cleveland
XRfMD13CXYMF6601gmfrxw,Sushi Rock - Beachwood,El Meson - Cuyahoga Falls,Dos Coronas - Macedonia
XTB-U4e2MCDzyRQ1EpPtLA,Lake House Cafe - Lakewood,Flying Fig - Cleveland,Yard House - Westlake
XUA7xA7myMaCuN6G3xYdIA,Carrie Cerino's Ristorante & Party Center - North Royalton,Pupuseria Katarina - Cleveland,Taco Tontos - Lakewood
XUcJiJx4x1RBtE31XrNexw,Market Garden Brewery - Cleveland,The Pub - Cleveland,Rivals Sports Grille - Cleveland
XYmTwXGeDhB5Ol3rpO7mmg,Texas De Brazil - Woodmere,The Original Pancake House - Woodmere,Coastal Taco - Cleveland
XcQKsEUlh1W0R4iXbTA1Yg,Craft Beer Bar - Cuyahoga Falls,Winking Lizard Tavern - Cleveland Heights,Lion's Pub - Cleveland
XfO5MZI2lH1U2HsMnIsYzg,Winking Lizard Tavern - Bedford,100th Bomb Group - Cleveland,Adega - Cleveland
Xg_eCdx99z5Y1oTLimniOw,Taydo Vietnamese & Chinese Restaurant - Parma,Aladdin's Eatery - Lakewood,Vento La Trattoria - Bay Village
Xm0BdTIRqtTIgacx_JjICA,The Old Angle Tavern - Cleveland,Leader Bar And Grill - Cleveland,The Side Quest - Lakewood
XnuNXiWREJRp_TvXDigSGA,Hotspot Cafe - Cleveland,Buffalo Wild Wings - Avon Lake,Dino's III - Wickliffe
Xny0n0s98TpP82sQxfgIMQ,Ninja Sushi And Hibachi - Mentor-on-the-Lake,Arashi Japan Steak House - Westlake,Rebol - Cleveland
XoGOpt6cj_tkSC6Vt1bspQ,Courthouse Pizzeria - Medina,Papa Nick's Pizza & Pasta - Cleveland,Crust - Cleveland
XoNkbtX-F6aj-rJiunt2Bg,Pad Thai - Hudson,A Thai Restaurant - Cleveland,Hunan East - Cleveland
Xra1TtWtf069Am5hHWs3Ug,Sorrento Ristorante & Pizzeria - Sheffield Village,Flour - Moreland Hills,Alfredo's at the Inn Italian Restaurant - Mayfield Village
Xs37o78aby0o-Wmvh5yYPg,Golden Corral - Northfield,Roly Poly - Mayfield Heights,Empress Taytu Ethiopian Restaurant - Cleveland
Xtwvmf7IKA7yHfEKrKXwYQ,Joey's Italian Grill - Chardon,Bucci's Brick Oven - Middleburg Heights,Cafe Piccolo - Avon
XwwjDG5z91z4fxxUYW-yxw,Asia Garden - Strongsville,Byte Cafe - Cleveland,Kung Fu Tea - Cleveland
Xx0iT938ygogOz6qIVG0hw,The Cheesecake Factory - Lyndhurst,Ferris Steak House & Tavern - Rocky River,Olive Garden Italian Restaurant - North Olmsted
Y-oPVMkxgEsve1sG2iDLXA,PIZZAFIRE - Cleveland,Edison's Pizza Kitchen - Cleveland,Sweet Basil Neapolitan Style Pizzeria - Westlake
Y1x-DOdfvlIGxVzDXmd-eg,Winners Sports Bar & Grill - Cleveland,Tavern Of Little Italy - Cleveland,Hooley House Brooklyn - Brooklyn
Y28XY3fko-Sdb9RBBgCDRQ,Outback Steakhouse - Westlake,Somer's Restaurant - Cleveland,Aladdin's Eatery - Fairlawn
Y46qmlks-TjEtJDXnUMsxw,Akira Hibachi & Sushi - Solon,Laziza - Kent,Crave Cantina - Cuyahoga Falls
YBb-sAYuFv86MGfwQP5Ojg,Little Hong Kong - North Ridgeville,Aladdin's Eatery - Mentor,Nipa Hut Oriental Food Mart - Cleveland
YQ0h5NTYgrBgOXf2VRYKVg,Papa Nick's Pizza & Pasta - Cleveland,Crust - Cleveland,Tommy's Pizza & Chicken - Strongsville
YS4QL8lI2jraKhThwxiwkQ,The DoubleTree by Hilton Cleveland East /Beachwood - Beachwood,Gentile's Bakery - Catering & Deli - Parma,Kleifelds Restaurant - Willoughby
YT9zQ9dL4sFZg0Y8IPK6CQ,Dickey's BBQ Pit - Parma,Soho Chicken + Whiskey - Cleveland,Little Polish Diner - Parma
YTmnXQxBuNwU_L3uQGH2-A,Giuseppe's Ristorante - Northfield,Luchita's Mexican Restaurant - Hudson,Bonefish Grill - Westlake
YVkcZQEfH0qQRtN86CoSDQ,Oggi Ristorante - Broadview Heights,La Plaza Supermarket - Cleveland,Bloom Bakery at Public Square - Cleveland
YWRn5UF4Fdxo59Vu__t_Fw,pizzaBOGO - Cleveland,Farinacci Pizza - Hudson,Altieri's Pizza - Stow
Ya9FMj-MWMkeMcog06N5bQ,Merwin's Wharf - Cleveland,Bar Louie - Westlake,Granite City Food & Brewery - Lyndhurst
Ye7m47NmlX-r6dyCU1ix0A,Ari's Family Restaurant - North Olmsted,The Side Quest - Lakewood,Perkins Restaurant & Bakery - Middleburg Heights
Yevhl8bTwdJuu_LWKv-4Fw,Cafe Melissa - Avon Lake,Red Lobster - North Olmsted,Otani Steakhouse and Sushi - Hudson
YgHp9MdZ1vVdYyMEro4TtQ,DeGaetano's Village Square Pizza - Woodmere,Presti's Bakery - Cleveland,Crumb & Spigot - Chagrin Falls
YiW3hYRpLKPhv99FkuZEbg,El Taco Macho - Painesville,Little Hong Kong - North Ridgeville,Aladdin's Eatery - Mentor
YktNvzWjfkGB_PujtdYPaA,Dynomite Burgers & Sushi - Cleveland,Rays Place - Kent,56 West - Lakewood
YoYL__V3bUF4KluaJ8QO4A,Local West - Cleveland,Fat Cats - Cleveland,The Capital Grille - Lyndhurst
YpS6VuH5ooiLfDcy5p7BAA,Harry Buffalo - Painesville,Great Lakes Brewing Co - Cleveland,Winking Lizard Tavern - Cleveland
YpfMt985ZQCNID-eehG-uQ,The Cornerstone Brewing Company - Berea,Corner Alley - Cleveland,Pub Frato - Concord
Ywdy4YARQK1ZWOCDzZDi-w,Nora - Cleveland,Mary Yoder's Amish Kitchen Bakery & Gifts - Middlefield,Carrie Cerino's Ristorante & Party Center - North Royalton
Yyag9ZHs0hZ7UIGFC04Vqw,Wilbert's Food & Music - Cleveland,Abc the Tavern - Cleveland,Cleveland Airport Marriott - Cleveland
YyyqcbVyoBo4wPsgowUtUQ,Taste - Cleveland Heights,Johnny's Downtown - Cleveland,El Campesino - Twinsburg
Z0c9-Eoxz7SQ__68bl3TQw,Sarava At Shaker Square - Cleveland,Carrie Cerino's Ristorante & Party Center - North Royalton,Cleveland Pickle - Lakewood
Z1mLBp6BMlHSQUh364vk1g,New Wong's Chinese Restaurant - WICKLIFFE,Lopez - Cleveland Heights,Hibachi Japanese Steakhouse - Highland Heights
Z2zynjhj6umPoHwLVfyOkw,Hickory River Smokehouse - Aurora,Marcelita's Mexican Restaurant - Hudson,Sal & Al's Diner - Amherst
Z3Z8kIqh9SpSyhZtR9coJg,Luchita's Mexican Restaurant - Cleveland,New Wong's Chinese Restaurant - WICKLIFFE,The Cabin of Willowick - Willowick
ZJWKb-ooSCPUjZLeWD-p_A,Burntwood Tavern - Rocky River,Kosta and Vic's Family Restaurant - Parma,Sammy's Beach Bar & Grill - Cleveland
ZL-4ejIO3DCgSsdRWwsX-A,Ohio City Pizzeria - Cleveland,My Pizzetta - North Royalton,PIZZAFIRE - Cuyahoga Falls
ZLPAP1YKL56ODigLn4wd3w,Santorini Greek Taverna - Cleveland,Austin's Smokin' Steakhouse - Cleveland,Brown Derby - Cleveland
ZLVWlYQQxzZoJbg4w0gsMA,Grind Burger - Highland Heights,BRGR 9 - Cleveland,Flip Side - Hudson
ZLanOvPw7BscWDo0yC8Ncg,Open Pitt Barb-B-Que - Cleveland,El Patrón Mexican Grill - Elyria,"First Watch - Breakfast, Brunch & Lunch - Macedonia"
ZPAkg2phFo_p3U-QjvHVPw,Geraci's Restaurant - University Heights,Mama Lola's Pizzeria - Lakewood,Master Pizza - Cleveland
ZRLmQ3oAuspAkk5R6BOfyg,Cleats Club Seat Grille Old Brooklyn - Cleveland,The Standard - Cleveland,Best Gyros - Cleveland
ZTVWHEAl-1jA_pLyL21s4g,George's  Kitchen - Cleveland,Niko's Bar & Gyros - North Royalton,Sol - Willoughby
ZTg8adZipR3QDoJmFZZqJw,Gamekeeper's Taverne - Chagrin Falls,Flying Fig - Cleveland,The Office Bistro Bar - Cuyahoga Falls
ZUvAR3I1uhC27zQFcRXumw,Antonio's - Parma,Danny Boy's Pizza - Rocky River,Danny Boy's- Broadview Heights - Broadview Heights
ZVlAV-bkz-oN7foA5HHWDg,Denny's - Cleveland,Corner Alley - Cleveland,East End Restaurant & Bar - Cleveland
ZWPa-BzDvTtkhfQ5VVBB_Q,Grindstone Tap House - Berea,Fox & Hound - Mayfield Heights,Nickleby's Roundbar - Willoughby
ZWcXoh_RO7rT2DdcyOzyfQ,Harry Buffalo - Highland Heights,56 West - Lakewood,Great Lakes Brewing Company - Cleveland
ZWq8Fq13JPDAqt7rPjSwcQ,Wine Bar Rocky River - Rocky River,Beachcliff Tavern - Rocky River,Nordstrom - Beachwood
ZZ21awWC5fw0f0Ip2lM8xQ,Marottas - Cleveland Heights,Ken Stewart's Tre Belle - Bath,Fragapane Bakeries - North Olmsted
ZalWvpZ4Tv4AMHtHG0DwrQ,Chowder House Cafe - Cuyahoga Falls,Green Rooster Farms - Cleveland,Thai Orchid - Mentor
ZcbGfZ0GYjvJp9xi5uE9KA,Crust - Cleveland,Papa Nick's Pizza & Pasta - Cleveland,Dewey's Pizza - Lakewood
ZedwJdX1jQ7Hw1CzU3VDLw,Antonio's - Parma,Pizzazz on the Circle - University Heights,Saucy Brew Works - Cleveland
Zgp2mLww3lVFGrMReJmKKw,Chili Peppers - Cleveland,BIBIBOP Asian Grill - Cleveland,The Butcher's Pantry - Solon
ZiuGQHIn8NW1NztmwW98uw,Ricks Cafe - Chagrin Falls,Yours Truly Restaurants - Cleveland,The City Diner - Cleveland
ZlmOiuKEjk3js_4f5-vl0Q,Old Carolina Barbecue - Stow,Frankie's Wok - Brecksville,A Thai Restaurant - Cleveland
ZnYNjy5ehz7osA-UhqZSbA,Panini's Bar and Grill - Willoughby,Flying Cranes Cafe - Cleveland,Chipotle Mexican Grill - Avon
ZrsDrRhx3rnR55dXbiQSzw,J Pistone Market & Gathering Place - Shaker Heights,I Heart Waffles - Shaker Heights,Buca di Beppo - Strongsville
Zs8LPufciU-jDpbAVFqKcA,Thai Hut - Lakewood,Chow Chow Kitchen - Lakewood,China Jade - Cleveland
ZspvlO5Dvtd517YhVLJJ_A,Barrio - Lakewood,Paragon Wines+ Martinis + Plates - Euclid,Don Ramon Mexican Restaurant - Cleveland
Zva4vS1WEGLo5U04sRhRLg,Chopstick Chinese Restaurant - Cleveland,Fired Up Taco Truck - Cleveland,Mason's Creamery - Cleveland
ZwKUXfZguhBD1zsfb0RLPg,Local Tavern - Willoughby Hills,Great Lakes Brewing Company - Cleveland,Nighttown - Cleveland
ZxYPXtZQ-6DFyl4VQkTELQ,Nazca Bar & Grill - Eastlake,Salt+ A Restaurant - Lakewood,The Melting Pot - Fairview Park - Fairview Park
ZyGpQ9k1D0c4xd8k7I_RXw,Tastebuds - Cleveland,Bombay Grill - Fairlawn,Rio Coffee Brewery - Avon Lake
_4qndNOqaB-dDIPCI2MkCg,China Renaissance - North Olmsted,Lemongrass Grill - Munroe Falls,Ceedo's Eatery - Stow
_5PJ4GHIXNdUdXtohylKGQ,Huron Square Deli - Cleveland,The South Side - Cleveland,White Oaks - Westlake
_5inlOVvlrCOKcI772RqJQ,Local Tavern's Fish Bar - Painesville,IHOP - Cleveland,Tokyo Hibachi & Sushi - Medina
_6Brh4UGrsnakkBKT1H_Qw,Crumb & Spigot - Chagrin Falls,Humble Wine Bar - Lakewood,Bellacino's Pizza & Grinders - Stow
_6eGIZJNgEM-gVVfWcGghg,5th Avenue Deli & Grill - Cleveland,Sun Luck Garden - Cleveland Heights,The Proper Pig Smokehouse - Lakewood
_6hReDyVSr94W2WMO1LJLw,Jalapeno Loco - Mentor,Steve's Gyros - Cleveland,Tadka Restaurant - North Olmsted
_6n27rKvvDiPzWjcF24onA,Marottas - Cleveland Heights,Dominic's Italian Restaurant - Medina,Zappitelli's Pizza - Mentor
_9ivE0h8DdfEWqdSL8JU6g,Hyde Park Prime Steakhouse - Beachwood,Slyman's Tavern - Independence,Jack's Deli & Restaurant - Cleveland
_E2LpT3PbYloqSFIQAYHTg,Two Bucks North Olmsted - North Olmsted,Barrio - Lakewood,Borderline Cafe - Lakewood
_HqZV2Y9VGPNFbSMNs84bQ,Cafe Tandoor - Cleveland Heights,Pasta Co-Op - Westlake,Chen's Garden - Cuyahoga Falls
_JHc80efrQs66FcponywIQ,Hunan East - Cleveland,Thai Gourmet - Stow,Pho & Rice - Cleveland Heights
_KD8Fua-jFlEXHCwVTY-cQ,Welshfield Inn - Burton,Best Gyros - Cleveland,Fat Cats - Cleveland
_OimUEl0DzPg6GtJXYeoJw,Rancho Los Alazanes Mexican Restaurant - Chesterland,The DC Pasta Co - Strongsville,Cocos Locos - Willoughby
_PUGXxBeY2Z9OOosFS056w,Winking Lizard Tavern - Cleveland,Buffalo Wild Wings - Medina,Winners Sports Bar & Grill - Cleveland
_Rw3EkxvI_tJIVbnT5jT2A,Santo's Pizza & Pasta - Cleveland,Tal's Bakery & Deli - Parma,Ceedo's Eatery - Stow
__rNL7RODe1D85sWuU-FKg,Addy's Restaurant - Cleveland,Ray's Place - Fairlawn,Toast - Cleveland
_aX7bPzYQdrIVUJpG_-0zg,Mandarin Seafood Buffet - Twinsburg,Pancho & Lefty's - Stow,Fuji Grill Buffet - Parma
_ctJ1voqO3ID2C8IxxGUxg,Ginza Sushi House - Cleveland,Saigon Restaurant and Bar - Cleveland,Spice Thai Cuisine - Twinsburg
_eNeiqWPt1MPLFF6DEIJeA,Cafe Europa and Bistro - Willoughby,Pearl of the Orient - Rocky River,Pho & Rice - Cleveland Heights
_ecuzP8HBsuQfYy7IR8Jyg,Guacamole's - Kent,Ushabu - Cleveland,Boaz Cafe - Cleveland
_ls-4oTpPixPOfxrwizrEA,Mellow Mushroom - Rocky River,Crostatas Rustic Pizza - Highland Heights,Cha Spirits & Pizza Kitchen - Cleveland
_mJG1LOO47P0OQOJTNKQxA,Ohio City Pizzeria - Cleveland,Rascal House Pizza - Cleveland,Jet's Pizza - Westlake
_n5AlOfsTd0gKHAgCVsWAw,Prosperity Social Club - Cleveland,Abuelo's Mexican - Warrensville Heights,111 Bistro - Medina
_olByA0m1rBsmByHd8QGtQ,Mavis Winkle's Irish Pub - Twinsburg,Chili's - North Olmsted,LongHorn Steakhouse - Cuyahoga Falls
_oucYTswnckrgRuCzW3oVw,Play Arcade and Kitchen - Mayfield Heights,Cafe Stratos - North Olmsted,Grayton Road Tavern - Cleveland
_qoXWEB5qb0Me1CCMLWlmg,Cha Spirits & Pizza Kitchen - Cleveland,Brothers Pizza - Cleveland,California Pizza Kitchen - Lyndhurst
_ugTRSY8easGemi8smdaHA,Happy Dog at the Euclid Tavern - Cleveland,Abc the Tavern - Cleveland,Rowley Inn - Cleveland
_v7lMUtdd6WlgKUEBLA_VA,Rancho Los Alazanes Mexican Restaurant - Chesterland,The Taverne of Richfield - Richfield,Girves Brown Derby - Medina
_vu7qhaHRo0k8gnkojZD_g,Chipotle Mexican Grill - Fairview Park,Hibachi Japan Steak House - Cuyahoga Falls,Miega Restaurant - Cleveland
_wpUUDnJwrn7eSYAjnv7WA,The Place To Be - Lakewood,The Tavern - Cleveland Heights,Udupi Cafe - Parma Heights
_yKeTKNvXaBduAkRIS84Aw,Dave's Cosmic Subs - Cleveland,Cleveland Vegan - Lakewood,Ohio City Burrito - Cleveland
a1eWEC2nkv5ddN-10y3wKg,The Rusty Barrel - Westlake,Flaming Ice Cube - Cleveland,Pacers - Lakewood
a2sd-TK6b6kCud8Nf_30tA,MOOYAH Burgers Fries & Shakes - Rocky River,B Spot - Strongsville,The Rail - Fairlawn
a58P2BPCCbQgDMbEoLfWzg,Bowl Of Pho - Woodmere,Chinato - Cleveland,Don Patron Mexican Grill - Hudson
aAVydRJ23okd1AHi2AS4Mw,Pufferbelly - Kent,Ironwood Cafe - Westlake,Der Braumeister - Cleveland
aDAgex-HXefRvuTvxhq_Jg,Saigon Grille - Cleveland,Great Wall China Buffet - North Olmsted,Morton's The Steakhouse - Cleveland
aGkem3kNFpUgE-Nb-TRsdA,Gentile's Bakery - Catering & Deli - Parma,Wine Bar Rocky River - Rocky River,West End Tavern - Lakewood
aKcqbWSFjoz8BoBEs4UemQ,Inn On Coventry - Cleveland,Big Al's Diner - Cleveland,Swirl Wine Bar - Solon
aPnAEP8WzjJkxyAJ59GS8Q,La Kabob Lebanese Grill - Strongsville,Toko Japanese Steak House - Streetsboro,Raj Mahal - Cuyahoga Falls
aV-f_elvNoDG-yC6XJ5NKg,The Fairmount - Cleveland Heights,Pranzo! - Willoughby,Moncho's Bar & Grill - Cleveland
aaWhSHpsE285eaSTzDxAMA,Boiling Seafood Crawfish - Cleveland Heights,Cafe Avalaun - Warrensville Heights,Sugarcreek Restaurant - Sheffield
ac-ZqojwKNlhPiCdv1sT6g,Biga Wood Fired Pizzeria - Kirtland,Farinacci Pizza - Hudson,Edison's Pizza Kitchen - Cleveland
acTFhUpJpWyrMmdoNFwyuA,Planet Sub - Cuyahoga Falls,Marcelita's Mexican Restaurant - Hudson,Taco Tontos - Lakewood
aiU0FRtHTIHBWMYapw79LA,Ballantine - Willoughby,Willoughby Brewing Co. - Willoughby,Harry Buffalo - Lakewood
ajCLNse9PXoZniKna0S69Q,El Meson - Cuyahoga Falls,Los Habañeros Authentic Mexican Restaurant - Shaker Heights,Shore Restaurant - Lakewood
anzCdD5eIEHwydTpXhLlUA,Stownut Donut & Diner - Stow,Mike's Place - Kent,The Harp - Cleveland
ar27DwWW4V0eKTr_4rOFGQ,Girves Brown Derby - Streetsboro,Laziza - Kent,Johnny's Bar - Cleveland
as_fyujgsdwtV56n31z-Sw,Peppermint Thai Cuisine - Pepper Pike,Li Wah - Cleveland,District - Cleveland
aus47O0DOiOcgkygyAxLEQ,Potbelly Sandwich Shop - Independence,Prosperity Social Club - Cleveland,Abuelo's Mexican - Warrensville Heights
aylmrtz1AaFQTeM62cul0Q,Number One Pho - Cleveland,Taco Tonto's - Kent,Nora - Cleveland
b2rfNrcmMImFSkBMcFj6SQ,Casa D'angelo Restaurant - Macedonia,The Cheesecake Factory - Westlake,Tomato Grill - Hudson
b4LxjVnFdOCqRKxfweaTqw,Han Chinese Kabob & Grill - Cleveland,Southern Cafe - Lakewood,Arrabiata's Italian Restaurant - Cleveland
b65SE_rJIFKpV4b2zxyf3w,The Cheesecake Factory - Westlake,Panera Bread - Lakewood,Hibachi Japanese Steakhouse - Fairview Park
bIA8SE0KHRjzh5WmN8iEkg,The Parma Tavern - Cleveland,Harry Buffalo - Lakewood,Townhall - Cleveland
