business_id,similar_1,similar_2,similar_3
VUb97h3RTg6InKdfgB49Bw,Rocky River Brewing Company - Rocky River,Fat Heads Brewery and Saloon - North Olmsted,Panini's Bar and Grill - Brunswick
VV4NAmS0KJ8A8xOcQnKB6A,Mapleside Farms - Brunswick,Fresco Mexican Grill & Salsa Bar - Kent,Lure Bistro - Willoughby
VX6DcQETQbuPbTC4hUoREg,Eddie's Pizzeria Cerino - Seven Hills,Zeppes Pizzeria & Italian Bistro - Hudson,Joey's Italian Grill - Chardon
VXVrYjLRqNpQY-ogN9ztmQ,Gabe's Deli - Cleveland,Greedy Girl - Cleveland Heights,Boiling Seafood Crawfish - Cleveland Heights
VdnqeZXVfTRYB_ASLp8umg,Zoma Ethiopian Restaurant - Cleveland Heights,Taza - A Lebanese Grill - Woodmere,Tandul - Cleveland
Vj-QgRXDpCm7vLBBSckx8g,Jennifer's Restaurant - Strongsville,Fresh Start Diner - Twinsburg,Huron Square Deli - Cleveland
VmPosmQpBlHBqdCXMzIwxA,Yours Truly Restaurants - Mentor,Yours Truly Restaurant - Valley View,North Main Diner - Chagrin Falls
VodyCVoc3QUoEsi0rv0opg,Goldie's Deli & Restaurant - Strongsville,Rubin's Family Restaurant & Deli - Cleveland,Bagley's Grill - Middleburg Heights
Vy3geS_HXBY0FQttgdHa4A,Flavors of India - North Olmsted,Hunan Coventry - Cleveland Heights,Tree Country Bistro - Cleveland Heights
W07TY9cx2ZpDQyAn0ynMQg,Mia Bella Restaurant - Cleveland,Fire - Cleveland,Eddie Cerino's Casual Italian - Lakewood
W1hXfgnugKfVV1wDhko5lw,Two Bucks - Parma,Lion's Pub - Cleveland,Crop Rocks - Cleveland
W2RNay2mirTVPYO6rA_g2g,Las Dos Fronteras - Cleveland,Villa Y Zapata - Cleveland,Mi Pueblo Taqueria - Cleveland
W2Vis19kUa7kP6GkSvJ9zQ,Samosky's Homestyle Pizzeria - Valley City,DeGaetano's Village Square Pizza - Woodmere,La Pizzeria - Cleveland
W3PgeyVrAjgK0X6ZLX-hfg,Ohio City Burrito - Cleveland,Corky and Lenny's - Woodmere Village,Indies - Cleveland
W58uyISpQh7zWcG0edEIag,Red Robin Gourmet Burgers - Independence,BurgerFi - Mentor,Grind Burger - Highland Heights
W6E6i-J4cuFx7i-MnlJt_A,Souper Market - Cleveland,Zoup! - Independence,Taste of Jamaica - Lyndhurst
W7ja3Nkuv1kmPdCJ-0k0LQ,Eat At Joe's - Cleveland,Feng Lz Habachi Sushi & Bar - Broadview Heights,Jim's Open Kitchen Too - Streetsboro
W97YBvhkOOel-HkBBfQbYw,Han Chinese Kabob & Grill - Cleveland,Chopstick Chinese Restaurant - Cleveland,Vegan Sweet Tooth - Woodmere
WAzIjBcsRIY7HKhTMxVeow,Flat Iron Café - Cleveland,Paradise Island Saloon - Euclid,Academy Tavern - Cleveland
WBay6AZsHMExtMQsRc9-bQ,3 Palms Pizzeria - Westlake,Cha Spirits & Pizza Kitchen - Cleveland,Sainatos - Cleveland
WD64Zr_LUXITJVAOFnT5Aw,Cowboy Food & Drink - Chagrin Falls,Great Scott Tavern - Euclid,Main Street Cafe - Medina
WE_uMJvhLCfxDrk4Di8Eqg,Brew Garden - Strongsville,Rush Inn Bar & Grill - Avon,Doogan's of Aurora - Aurora
WEs9MN1M6tixwEz844jCUw,Whistlers Kitchen & Bar Wood-Fired - Avon,Dewey's Pizza - Lakewood,Samosky's Homestyle Pizzeria - Valley City
WF2DG7R_a0EflFqWIxzUXQ,Palookaville Chili - Cleveland,La Bodega - Cleveland,Cleveland Pickle - Cleveland
WG3zvUktE1l3llwq3PPVVg,Indies - Cleveland,Rincón Criollo - Cleveland,Burrito Loco - Mentor-on-the-Lake
WGFJbxzhO44Ku05BM1hDjA,Los Arcos Mexican Restaurant Bar and Grill - Cleveland,Pancho & Lefty's - Stow,Los Gallos Mexican Restaurant - Bedford
WGkqfp1-3130v8xhCb3APg,Helvetica Juice Bar & Cafe - Lakewood,Señorita Bonita's Mexican Grill & Cantina - Solon,Voodoo Tuna - Lakewood
WHlbUb5SNdXDKYfkNDo89A,Vento La Trattoria - Bay Village,Creekside Restaurant & Bar - Brecksville,The Berea Depot - Berea
WIcEQvXQQArCeYpQ-FryJg,Old Carolina Barbecue - Stow,Angie's Soul Cafe - Cleveland,Famous Dave's - North Olmsted
WYDjn71X5xiEdpLxlT12hQ,Hibachi Japan Steak House - Cuyahoga Falls,Taqueria Junction - Olmsted Falls,Tres Potrillos - Beachwood
WdE3GQf5RDnl5Pmji5S5Iw,North Main Diner - Chagrin Falls,Yours Truly Restaurant - Valley View,Rise and Dine Cafe - Chesterland
WghhtS-tqDWMh_W2O13CYA,Cozumel - Independence,Dos Coronas - Macedonia,Sugarcreek Restaurant - Sheffield
WiU6fACNR6uUAC_6X5z-SQ,M Italian - Chagrin Falls,Ken Stewart's Tre Belle - Bath,Pizzazz on the Circle - University Heights
WuPSEvu8pES752S92awAVQ,JACK Cleveland Casino - Cleveland,Banter Beer & Wine - Cleveland,Quaker Steak & Lube - Sheffield Village
WvkxYyA1fXDPDyqIVn8zBQ,Greek Village Grille - Lakewood,The Original Pancake House - Fairview Park,Dave's Cosmic Subs - Chagrin Falls
WvunDFSs2hJrPHVFqB6Y1w,Nunzio's Pizzeria - Cleveland,Samosky's Homestyle Pizzeria - Valley City,Geraci's Restaurant - University Heights
X0mNw8owxgJXrgTBR-7Yfg,The Blue Door Cafe & Bakery - Cuyahoga Falls,Luna's Deli & Restaurant - Northfield,Villa Y Zapata - Cleveland
X1v2lPPXgJGaIufxJHvZCA,Lemon Grass - Cleveland,Map of Thailand - Cleveland,Hunan East - Cleveland
X2FAEOuFtWq4TGmN8NEmjQ,Memories - Richfield,Buffalo Wild Wings - Strongsville,Pickwick & Frolic Restaurant & Club - Cleveland
X5cCaz2iYNntvjiPWiuVfQ,El Arepazo Y Pupuseria - Fairview Park,Zoup! - Middleburg Heights,Currito - Cleveland - Cleveland
X6chSU0KBGHGNxZ8UH_qag,Kintaro Sushi & Hot Pot - Brooklyn,Mi Pueblo Taqueria - Cleveland,Beet Jar Juicebar & Takeaway - Cleveland
XAP5U6mLddNPbHmWLlyaxA,Munch - Solon,AlPita Mediterranean Cuisine - Rocky River,Chicago Deli - Solon
XBRCMc3rcvcRXrB3p-o9yA,Pupuseria Katarina - Cleveland,Imperial Dragon - Mentor,Emperor's Palace - Cleveland
XBY5WCikRpzboqwLc8CcBg,Corner Alley - Cleveland,The Fairmount - Cleveland Heights,Panini's on Coventry - Cleveland
XBbuCmvFnfFd8JdQz4IvqQ,Dynomite Burgers & Sushi - Cleveland,Red Robin Gourmet Burgers - North Olmsted,Burgers 2 Beer - Lakewood
XBsZoWiUJLi26FtAD6wWDw,Umami Moto - Cleveland,V's Gourmet - Cleveland,Chow Chow Kitchen - Lakewood
XF2eTNV5RfzoSJQ-kRZJmA,Thai Gourmet - Stow,Bhelwala Indian Street Food - Strongsville,Sweet Mango Berea Thai Cuisine - Berea
XH46cVevXAwApGLVuZ3fqw,Imperial Wok Chinese Restaurant - Solon,Chipotle Mexican Grill - Solon,Hot Head Burritos - Mayfield Heights
XHK_1UM4CBZQ7RemDFr1mQ,Rebol - Cleveland,Sokolowski's University Inn - Cleveland,Johnny Mango World Cafe & Bar - Cleveland
XJo_kPFlbuORqL-mE2Ny6w,Mitchell's Fish Market - Woodmere,Crop Bistro & Bar - Cleveland,Hook & Hoof - Willoughby
XM2qN3PiQbfSYo6zmHgSlQ,Humble Wine Bar - Lakewood,Beerhead Bar & Eatery - Cleveland,Saucy Brew Works - Cleveland
XNFA-aJFX8IQjol8Dg6GnA,Brewster's - Twinsburg,Harry Buffalo - North Olmsted,Wolfey's Bistro & Pub - Elyria
XOQoN3C_uZzdeNLZzGv1Rw,Two Bucks - Parma,Flat Iron Café - Cleveland,Lion's Pub - Cleveland
XPXv6KGuHaIe_v6aETZPHA,Crepes In the City - Willoughby,Inn On Coventry - Cleveland,Frank's Falafel House - Cleveland
XQ918GynxmfGImWK0SNKoA,Shooters On The Water - Cleveland,Hofbrauhaus Cleveland - Cleveland,Muldoon's Saloon & Eatery - Cleveland
XRfMD13CXYMF6601gmfrxw,Wasabi Japanese Steakhouse - Beachwood,Don Tequila - Amherst,Luchita's Mexican Restaurant - Hudson
XTB-U4e2MCDzyRQ1EpPtLA,Outback Steakhouse - Mentor,Lola - Cleveland,The Cheesecake Factory - Westlake
XUA7xA7myMaCuN6G3xYdIA,Szechwan Garden - Lakewood,Otani Noodle - Cleveland,Inchin's Bamboo Garden - North Olmsted
XUcJiJx4x1RBtE31XrNexw,Felice - Cleveland,Deagan's Kitchen & Bar - Lakewood,Butcher and the Brewer - Cleveland
XYmTwXGeDhB5Ol3rpO7mmg,Mallorca - Cleveland,XO Seafood & Oysters - Beachwood,Olive Garden Italian Restaurant - Cuyahoga Falls
XcQKsEUlh1W0R4iXbTA1Yg,Olesia's Place - North Royalton,Luca Italian Cuisine - Cleveland,Laziza - Kent
XfO5MZI2lH1U2HsMnIsYzg,Flying Fig - Cleveland,Bold Food & Drink - Cleveland,Hyde Park Prime Steakhouse - Cleveland
Xg_eCdx99z5Y1oTLimniOw,BiryaniHut Express - Westlake,Chipotle Mexican Grill - Solon,Raj Mahal - Cuyahoga Falls
Xm0BdTIRqtTIgacx_JjICA,Riverwood Cafe - Lakewood,Abc the Tavern - Cleveland,ABC the Tavern - Cleveland
XnuNXiWREJRp_TvXDigSGA,Olive Garden Italian Restaurant - North Olmsted,Xinji Noodle Bar - Cleveland,Bonchon - Seven Hills - Seven Hills
Xny0n0s98TpP82sQxfgIMQ,Newdle Bar - Kent,Nipa Hut Oriental Food Mart - Cleveland,Rebol - Cleveland
XoGOpt6cj_tkSC6Vt1bspQ,The Great American Pizza - Brunswick,Cleveland Pizza Co - Willowick,Biga Wood Fired Pizzeria - Kirtland
XoNkbtX-F6aj-rJiunt2Bg,Souper Market - Lakewood,Everest Restaurant - Cuyahoga Falls,Souper Market - Cleveland
Xra1TtWtf069Am5hHWs3Ug,Mama Catena Ristorante - Euclid,Presti's Bakery - Cleveland,Jim Alesci's Place - Solon
Xs37o78aby0o-Wmvh5yYPg,Hibachi Japanese Steakhouse - Fairview Park,El Patron Mexican Grill & Cantina - Chardon,Tres Potrillos - Beachwood
Xtwvmf7IKA7yHfEKrKXwYQ,XYZ the Tavern - Cleveland,Willoughby Brewing Co. - Willoughby,87 West 2 - Westlake
XwwjDG5z91z4fxxUYW-yxw,Italian Village Restaurant - Strongsville,Mama Roberto's - Mentor,Amore Ristorante & Pizzeria - Willowick
Xx0iT938ygogOz6qIVG0hw,Don's Lighthouse - Cleveland,Adega - Cleveland,Peachtree Southern Kitchen & Cocktails - Hudson
Y-oPVMkxgEsve1sG2iDLXA,Angelo's Pizza - Lakewood,Fatbob's Pizza - Brunswick,Crust - Cleveland
Y1x-DOdfvlIGxVzDXmd-eg,Ironwood Cafe - Westlake,Bar Louie - Lyndhurst,Great Lakes Brewing Co - Cleveland
Y28XY3fko-Sdb9RBBgCDRQ,Zoup! - Middleburg Heights,Gyro kebab House - Elyria,Currito - Cleveland - Cleveland
Y46qmlks-TjEtJDXnUMsxw,El Meson - Cuyahoga Falls,Fujiyama Steakhouse & Sushi Bar - Avon,Addy's Restaurant - Cleveland
YBb-sAYuFv86MGfwQP5Ojg,Señorita Bonita's Mexican Grill & Cantina - Solon,Vieng's Asian Bistro - Westlake,Helvetica Juice Bar & Cafe - Lakewood
YQ0h5NTYgrBgOXf2VRYKVg,Master Pizza - Cleveland,Capri Pizza - Cleveland,Pizza Whirl - Cleveland
YS4QL8lI2jraKhThwxiwkQ,Eat At Joe's - Cleveland,The Place To Be - Lakewood,Project Sushi - Medina
YT9zQ9dL4sFZg0Y8IPK6CQ,Pupuseria La Bendicion - Cleveland,Lemon Grass - Cleveland,Ha Ahn Korean Restaurant - Cleveland
YTmnXQxBuNwU_L3uQGH2-A,Cozumel - Broadview Heights,Rise & Shine Cafe - Kent,NY Bagel Deli - Medina
YVkcZQEfH0qQRtN86CoSDQ,Timber Lodge - Medina,Santorini Greek Taverna - Cleveland,Laziza - Kent
YWRn5UF4Fdxo59Vu__t_Fw,Mama Lola's Pizzeria - Lakewood,Crust - Cleveland,Geraci's Restaurant - University Heights
Ya9FMj-MWMkeMcog06N5bQ,Fat Heads Brewery and Saloon - North Olmsted,Around the Corner Saloon & Cafe - Lakewood,Market Garden Brewery - Cleveland
Ye7m47NmlX-r6dyCU1ix0A,China Gate - South Euclid,Hot Or Mild - Mayfield Heights,China Renaissance - North Olmsted
Yevhl8bTwdJuu_LWKv-4Fw,Gamekeeper's Taverne - Chagrin Falls,Bomba Tacos & Rum - Rocky River,Ken Stewart's East Bank - Cleveland
YgHp9MdZ1vVdYyMEro4TtQ,The Fairmount - Cleveland Heights,Georgetown Restaurant - Lakewood,Olivor Twist - Willoughby
YiW3hYRpLKPhv99FkuZEbg,Sokolowski's University Inn - Cleveland,Newdle Bar - Kent,Chipotle Mexican Grill - Avon
YktNvzWjfkGB_PujtdYPaA,The Tavern - Cleveland Heights,Brennan's Colony - Cleveland Heights,Mike's Bar & Grille - Berea
YoYL__V3bUF4KluaJ8QO4A,AJ's Urban Grill - Westlake,Trader Jack's Riverside Grille - Eastlake,Station 43 Tavern - Solon
YpS6VuH5ooiLfDcy5p7BAA,Michael's Diner - Cleveland,Gyro World - Cleveland,Mike's Place - Kent
YpfMt985ZQCNID-eehG-uQ,Mavis Winkle's Irish Pub - Twinsburg,Rivals Sports Grille - Cleveland,Happy Moose Bar & Grill - Mentor
Ywdy4YARQK1ZWOCDzZDi-w,Taste - Cleveland Heights,Johnny's Downtown - Cleveland,Roxu Fusion - Lakewood
Yyag9ZHs0hZ7UIGFC04Vqw,The Side Quest - Lakewood,Tabletop Board Game Cafe - Cleveland,Brothers Lounge - Cleveland
YyyqcbVyoBo4wPsgowUtUQ,My Friends Deli & Restaurant - Cleveland,Karl's Inn Of The Barristers - Cleveland,Simply Greek - Cleveland
Z0c9-Eoxz7SQ__68bl3TQw,Michaelangelo's - Cleveland,Crop Bistro & Bar - Cleveland,Mitchell's Fish Market - Woodmere
Z1mLBp6BMlHSQUh364vk1g,Salt+ A Restaurant - Lakewood,Nuevo Modern Mexican & Tequila Bar - Cleveland,Brio Tuscan Grille - Westlake
Z2zynjhj6umPoHwLVfyOkw,Lake House Cafe - Lakewood,Rio Coffee Brewery - Avon Lake,Tokyo Hibachi & Sushi - Medina
Z3Z8kIqh9SpSyhZtR9coJg,La Fiesta Mexican Restaurant - Richmond Heights,Don Ramon Mexican Restaurant - Cleveland,Tadka Restaurant - North Olmsted
ZJWKb-ooSCPUjZLeWD-p_A,Goldie's Deli & Restaurant - Strongsville,Village Gardens Restaurant & Pastries - Cuyahoga Falls,Mike & Dee's Diner - Cleveland
ZL-4ejIO3DCgSsdRWwsX-A,Bada Bing Pizza - Painesville,Mr G's Pizzeria & Wings - Fairlawn,PIZZAFIRE - Rocky River
ZLPAP1YKL56ODigLn4wd3w,Flying Fig - Cleveland,Houlihan's - Strongsville,Woodstock BBQ - Lakewood
ZLVWlYQQxzZoJbg4w0gsMA,Red Robin Gourmet Burgers - Independence,BurgerFi - Mentor,Flipside - Cleveland
ZLanOvPw7BscWDo0yC8Ncg,Jaipur Junction - Hudson,I Heart Waffles - Shaker Heights,Cafe Tandoor - Westlake
ZPAkg2phFo_p3U-QjvHVPw,Danny Boy's Pizza - Rocky River,Olde Town Pizza House - Amherst,Antonio's - Parma
ZRLmQ3oAuspAkk5R6BOfyg,The South Side - Cleveland,Johnny's Downtown - Cleveland,Ninja City Kitchen and Bar - Cleveland
ZTVWHEAl-1jA_pLyL21s4g,Don Tequila - Amherst,Shinto Japanese Steakhouse & Sushi Bar - Strongsville,Civilization - Cleveland
ZTg8adZipR3QDoJmFZZqJw,Rush Inn Bar & Grill - Avon,The Nauti Mermaid - Cleveland,Burntwood Tavern - Rocky River
ZUvAR3I1uhC27zQFcRXumw,Bellacino's Pizza & Grinders - Stow,Dominic's Italian Restaurant - Medina,Arturo's Bar & Grille - North Olmsted
ZVlAV-bkz-oN7foA5HHWDg,Moosehead Saloon - Westlake,Eastland Inn - Berea,Play Arcade and Kitchen - Mayfield Heights
ZWPa-BzDvTtkhfQ5VVBB_Q,Rush Inn - Lakewood,Beal's Pickles 'n' Pints - Willoughby,Winking Lizard Tavern - Avon
ZWcXoh_RO7rT2DdcyOzyfQ,Nano Brew - Cleveland,Fox & Hound - Mayfield Heights,Firehouse Grill & Pub - Tallmadge
ZWq8Fq13JPDAqt7rPjSwcQ,Aces Grille - North Ridgeville - North Ridgeville,Beach Club Grill - Mentor,1815 Tavern - Aurora
ZZ21awWC5fw0f0Ip2lM8xQ,Dominic's Italian Restaurant - Medina,Donte's Restaurant & Pizza Shop - Berea,Dina's Pizza & Pub - Cleveland
ZalWvpZ4Tv4AMHtHG0DwrQ,Ferris Steak House & Tavern - Rocky River,Rue 254 - Avon,Sarita a Restaurant - Lakewood
ZcbGfZ0GYjvJp9xi5uE9KA,Romito's Pizza West - Independence,Capri Pizza - Cleveland,In Forno Pizza - Avon
ZedwJdX1jQ7Hw1CzU3VDLw,Danny Boy's Pizza - Rocky River,Olde Town Pizza House - Amherst,Crostatas Rustic Pizza - Highland Heights
Zgp2mLww3lVFGrMReJmKKw,Bhelwala Indian Street Food - Strongsville,Thai Gourmet - Stow,Spice Thai Cuisine - Twinsburg
ZiuGQHIn8NW1NztmwW98uw,Loco Leprechaun - Westlake,Paragon Wines+ Martinis + Plates - Euclid,Rush Inn Bar & Grill - Avon
ZlmOiuKEjk3js_4f5-vl0Q,Mike & Dee's Diner - Cleveland,Goldie's Deli & Restaurant - Strongsville,Los Girasoles - Kent
ZnYNjy5ehz7osA-UhqZSbA,P.J.'s Luncheonette - Cleveland,Jim's Open Kitchen - Solon,Jennifer's Restaurant - Strongsville
ZrsDrRhx3rnR55dXbiQSzw,La Campagna - Westlake,Dave's Cosmic Subs - Cleveland,Potbelly Sandwich Shop - Cleveland
Zs8LPufciU-jDpbAVFqKcA,Hot Or Mild - Mayfield Heights,Wonton Gourmet & BBQ - Cleveland,Pupuseria La Bendicion - Cleveland
ZspvlO5Dvtd517YhVLJJ_A,La Terraza Bar & Grill - Kent,Fiesta Jalapeños - North Ridgeville,"First Watch - Breakfast, Brunch & Lunch - Macedonia"
Zva4vS1WEGLo5U04sRhRLg,Best Gyros - Cleveland,Tommy's Restaurant - Cleveland Heights,Helio Terra Vegan Cafe - Cleveland
ZwKUXfZguhBD1zsfb0RLPg,Winking Lizard Tavern - Bedford,Grayton Road Tavern - Cleveland,Brew House Bar & Grill - Parma Heights
ZxYPXtZQ-6DFyl4VQkTELQ,The Oak Barrel - Valley View,111 Bistro - Medina,Graffiti: A Social Kitchen - Cleveland
ZyGpQ9k1D0c4xd8k7I_RXw,Yours Truly Restaurants - Medina,Yours Truly Restaurants - Hudson,Ninny's Chicago Style Hot Dogs - Cuyahoga Falls
_4qndNOqaB-dDIPCI2MkCg,Li Wah - Cleveland,Lemon Falls - Chagrin Falls,Udupi Cafe - Parma Heights
_5PJ4GHIXNdUdXtohylKGQ,Scramblers - Mentor,Luna Bakery Cafe - Cleveland,Jack Flaps - Cleveland
_5inlOVvlrCOKcI772RqJQ,Don Tequila - Mentor,Inchin's Bamboo Garden - Cleveland,Aladdin's Eatery - Cleveland
_6Brh4UGrsnakkBKT1H_Qw,Gillespie's Map Room - Cleveland,Aces Grille - North Ridgeville - North Ridgeville,McNultys Bier Markt - Cleveland
_6eGIZJNgEM-gVVfWcGghg,Chick-fil-A - Warrensville Heights,Dianna's Deli & Restaurant - Lakewood,Barroco - Lakewood
_6hReDyVSr94W2WMO1LJLw,Dave's Cosmic Subs - Hudson,Restore Cold Pressed - Cleveland,Cap'n Taco Restaurants - Brookpark
_6n27rKvvDiPzWjcF24onA,Bar 50/20 - Solon,Panini's - Cleveland,Astoria Cafe and Market - Cleveland
_9ivE0h8DdfEWqdSL8JU6g,Shooters On The Water - Cleveland,Parkview Nite Club - Cleveland,Holiday Inn Cleveland-Strongsville - Strongsville
_E2LpT3PbYloqSFIQAYHTg,Chipotle Mexican Grill - Macedonia,Big Eye Japanese Cuisine and Sushi Bar - Fairlawn,Ginza Sushi House - Cleveland
_HqZV2Y9VGPNFbSMNs84bQ,Bubba's Q - Avon,Wild Mango Restaurant & Bar - North Olmsted,LongHorn Steakhouse - Rocky River
_JHc80efrQs66FcponywIQ,6 Flavors - Parma,Cuisine Du Cambodge - Cleveland,Phnom Penh - North Olmsted
_KD8Fua-jFlEXHCwVTY-cQ,The Taverne of Richfield - Richfield,Adega - Cleveland,Don's Lighthouse - Cleveland
_OimUEl0DzPg6GtJXYeoJw,Aladdin's Eatery - Independence,D'Angelo's Italian Ristorante - Twinsburg,Mia Bella Restaurant - Cleveland
_PUGXxBeY2Z9OOosFS056w,Rocky River Brewing Company - Rocky River,Market Garden Brewery - Cleveland,Willoughby Brewing Co. - Willoughby
_Rw3EkxvI_tJIVbnT5jT2A,The Original Mario Fazios - Willoughby Hills,Trattoria Roman Gardens - Cleveland,Zappitelli's Pizza - Mentor
__rNL7RODe1D85sWuU-FKg,The Cutting Board - Aurora,Manhattan Deli Bar & Grille - Willoughby,Texas Roadhouse - Willoughby
_aX7bPzYQdrIVUJpG_-0zg,Toko Japanese Steak House - Kent,Kung Fu Tea - Cleveland,Bob Evans - Lakewood
_ctJ1voqO3ID2C8IxxGUxg,Brooklyn Barbeque - Cleveland,Al & B's Barbeque - Cleveland,Dickey's BBQ Pit - Parma
_eNeiqWPt1MPLFF6DEIJeA,Chocolate Bar - Cleveland,Sarava At Shaker Square - Cleveland,Gamekeeper's Taverne - Chagrin Falls
_ecuzP8HBsuQfYy7IR8Jyg,Pickwick & Frolic Restaurant & Club - Cleveland,Club Isabella - Cleveland,Ratatouille Restaurante - Beachwood
_ls-4oTpPixPOfxrwizrEA,Sainatos - Cleveland,3 Palms Pizzeria - Westlake,Antonio's - Parma
_mJG1LOO47P0OQOJTNKQxA,PIZZAFIRE - Cuyahoga Falls,Carmino's Pizza - Cleveland,Cleveland Pizza Co - Willowick
_n5AlOfsTd0gKHAgCVsWAw,Aladdin's Eatery - Westlake,Aladdin's Eatery - Lakewood,Giuseppe's Ristorante - Northfield
_olByA0m1rBsmByHd8QGtQ,Local Tavern's Fish Bar - Painesville,Washington Place Bistro - Cleveland,Moe's Restaurant - Cuyahoga Falls
_oucYTswnckrgRuCzW3oVw,Simply Greek - Cleveland,The Diner On Clifton - Cleveland,Peties Family Restaurant - Willowick
_qoXWEB5qb0Me1CCMLWlmg,Wood & Wine - Avon,M Italian - Chagrin Falls,Ken Stewart's Tre Belle - Bath
_ugTRSY8easGemi8smdaHA,Sachsenheim Hall - Cleveland,Harry Buffalo - Parma Heights,Barley House - Cleveland
_v7lMUtdd6WlgKUEBLA_VA,Tacos Mexicanos - Macedonia,El Rancho Mexican Restaurant - Cuyahoga Falls,Compadres - Painesville
_vu7qhaHRo0k8gnkojZD_g,Shinto Japanese Steakhouse & Sushi Bar - Strongsville,Wild Ginger China Bistro - Cleveland,El Tolteca Mexican Grill - Brooklyn
_wpUUDnJwrn7eSYAjnv7WA,The Treehouse - Cleveland,806 Martini and Wine Bar - Cleveland,Ohio Brewing Company - Cuyahoga Falls
_yKeTKNvXaBduAkRIS84Aw,The Woods Restaurant & Lounge - Rocky River,Astoria Cafe and Market - Cleveland,Italian Village Restaurant - Strongsville
a1eWEC2nkv5ddN-10y3wKg,Bar Louie - Westlake,Brennan's Colony - Cleveland Heights,Tremont Taphouse - Cleveland
a2sd-TK6b6kCud8Nf_30tA,Flip Side - Rocky River,BurgerFi - Cuyahoga Falls,Fresh & Meaty Burgers - Cleveland Heights
a58P2BPCCbQgDMbEoLfWzg,Chutney Rolls - Cleveland,Imperial Dragon - Mentor,Sun Luck Garden - Cleveland Heights
aAVydRJ23okd1AHi2AS4Mw,Mezza Mediterranean Cuisine - Westlake,Earth Bistro Cafe - Cleveland,Ferris Shawarma - Lakewood
aDAgex-HXefRvuTvxhq_Jg,Moncho's Bar & Grill - Cleveland,Bistro 70 - Painesville,Guacamole's - Kent
aGkem3kNFpUgE-Nb-TRsdA,Lure Bistro - Willoughby,TGI Fridays - Mayfield Heights,Tree City Coffee & Pastry - Kent
aKcqbWSFjoz8BoBEs4UemQ,1890 at the Arcade - Cleveland,Merwin's Wharf - Cleveland,Firehouse Grille & Pub - Willoughby Hills
aPnAEP8WzjJkxyAJ59GS8Q,Panda Wok Asian Cuisine - Lakewood,Rincón Criollo - Cleveland,Nate's Deli & Restaurant - Cleveland
aV-f_elvNoDG-yC6XJ5NKg,Panera Bread - Lakewood,Sushi Rock - Beachwood,Civilization - Cleveland
aaWhSHpsE285eaSTzDxAMA,Hyde Park Prime Steakhouse - Cleveland,Woodstock BBQ - Lakewood,Spice Kitchen + Bar - Cleveland
ac-ZqojwKNlhPiCdv1sT6g,Romito's Pizza West - Independence,PIZZAFIRE - Woodmere,Angelo's Pizza - Lakewood
acTFhUpJpWyrMmdoNFwyuA,Sides To Go - Macedonia,Zoup! - Middleburg Heights,Mission BBQ - Parma
aiU0FRtHTIHBWMYapw79LA,The Old Angle Tavern - Cleveland,Bonnie's Bar and Grill - Fairview Park,Hansa Brewery - Cleveland
ajCLNse9PXoZniKna0S69Q,Parallax Restaurant and Lounge - Cleveland,Mizestro - Brecksville,Orale! Kitchen - Cleveland
anzCdD5eIEHwydTpXhLlUA,Harry Buffalo - Lakewood,Rowley Inn - Cleveland,Merry-Arts Lounge - Lakewood
ar27DwWW4V0eKTr_4rOFGQ,The Willeyville - Cleveland,Woodstock BBQ - Lakewood,Bistro 185 - Cleveland
as_fyujgsdwtV56n31z-Sw,Pier W - Lakewood,Pacos Tacos - Solon,Nuevo Modern Mexican & Tequila Bar - Cleveland
aus47O0DOiOcgkygyAxLEQ,Graffiti: A Social Kitchen - Cleveland,Cleveland Chop - Cleveland,Bomba Tacos & Rum - Rocky River
aylmrtz1AaFQTeM62cul0Q,Phil the Fire - Beachwood,LongHorn Steakhouse - Independence,Outback Steakhouse - Macedonia
b2rfNrcmMImFSkBMcFj6SQ,Hibachi Japan Steak House - Cuyahoga Falls,Wasabi Japanese Steakhouse - Independence,Chipotle Mexican Grill - Cleveland
b4LxjVnFdOCqRKxfweaTqw,Crown of India - Strongsville,Hunan Solon - Solon,Phnom Penh - North Olmsted
b65SE_rJIFKpV4b2zxyf3w,Troy Grille - Kent,El Rodeo - Cleveland,6 Flavors - Parma
bIA8SE0KHRjzh5WmN8iEkg,Corner Alley - Cleveland,Yard House - Westlake,The Cornerstone Brewing Company - Berea
bK5nWi1oNs63utSlzmRUNg,Panera Bread - South Euclid,Olive Garden Italian Restaurant - North Olmsted,Bonchon - Seven Hills - Seven Hills
bLi48v8Div6Qm2Fyaw0C6Q,The Black Pig - Cleveland,Bistro 185 - Cleveland,The Morehouse Willoughby - Willoughby
bM3ARXFMxGrntnHS6a7vEQ,Yours Truly Restaurants - Chagrin Falls,Seti's Polish Boys - Cleveland,Steak 'n Shake - Brunswick
bMSiHjs2fbKbBNPyuTwhHA,House of Blues - Music Venue - Cleveland,Tony K's Bar & Grille - Berea,Camino - Cleveland
bNt_GCxZjWZne1odwDicLg,Winking Lizard Tavern - Macedonia,Winking Lizard - Peninsula,Winking Lizard Tavern - Cleveland
bRAQFWRxN4lh9WogWxLJ9g,The Melting Pot- Lyndhurst - Lyndhurst,The Melting Pot - Fairview Park - Fairview Park,LockKeepers - Valley View
bRy4yyU0XXcOJRX5tGQ_dg,Bhelwala Indian Street Food - Strongsville,The Campus Grille - Berea,India Garden - Lakewood
